,characterName,characterLink,actorName,actorLink,houseName,royal,parents,siblings,killedBy,characterImageThumb,characterImageFull,nickname,killed,servedBy,parentOf,marriedEngaged,serves,kingsguard,guardedBy,actors,guardianOf,allies,abductedBy,abducted,sibling
252,Ornela,/character/ch0540537/,Hannah John-Kamen,/name/nm4789912/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BODdmZDIwMTEtYWI1OS00YTVmLWIzZGUtOWI4YTk3MWU3NTNhXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODdmZDIwMTEtYWI1OS00YTVmLWIzZGUtOWI4YTk3MWU3NTNhXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,,,,,,,,,,,,,,
253,Osha,/character/ch0295802/,Natalia Tena,/name/nm1164730/,,,,,['Ramsay Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1_.jpg,,"['Drennan', 'Maester Luwin']",,,,,,,,,,,,
254,Othell Yarwyck,/character/ch0305003/,Brian Fortune,/name/nm1987270/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Jon Snow'],,,,,,,,,,,,
255,Othor,,,,,,,,"['White Walker', 'Jon Snow']",,,,,,,,,,,,,,,,
256,Pentoshi Servant,/character/ch0305042/,Rania Zouari,/name/nm4422639/,,,,,,,,,,,,,,,,,,,,,
257,Petyr Baelish,/character/ch0245982/,Aidan Gillen,/name/nm0318821/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1_.jpg,Littlefinger,"['Joffrey Baratheon', 'Dontos Hollard', 'Lysa Arryn']",,,['Lysa Arryn'],,,,,,,,,
258,Podrick Payne,/character/ch0306046/,Daniel Portman,/name/nm4535552/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1_.jpg,,"['Mandon Moore', 'Bolton Soldier']",,,,"['Tyrion Lannister', 'Brienne of Tarth', 'Bran Stark']",True,,,,,,,
259,Polliver,/character/ch0305023/,Andy Kellegher,/name/nm3464945/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Lommy Greenhands'],,,,,,,,,,,,
260,Prendahl na Ghezn,/character/ch0339504/,Ramon Tikaram,/name/nm0863130/,,,,,['Daario Naharis'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SX1777_CR0,0,1777,999_AL_.jpg",,,,,,,,,,,,,,
261,Pyat Pree,/character/ch0303952/,Ian Hanmore,/name/nm0360171/,,,,,"['Drogon', 'Viserion', 'Rhaegal']",https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Spice King', 'Silk King']",,,,,,,,,,,,
262,Pypar,/character/ch0273477/,Josef Altin,/name/nm1086981/,,,,,['Ygritte'],https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
263,Qhono,/character/ch0540066/,Staz Nair,/name/nm7047874/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMGMwYjgwMGQtOGRlNC00NDg0LTliM2ItN2I1NzIxZmQ5YTU1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMGMwYjgwMGQtOGRlNC00NDg0LTliM2ItN2I1NzIxZmQ5YTU1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
264,Qhorin Halfhand,/character/ch0303951/,Simon Armstrong,/name/nm1409802/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
265,Qotho,/character/ch0246162/,Dar Salim,/name/nm1502469/,,,,,['Jorah Mormont'],https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
266,Quaithe,/character/ch0305022/,Laura Pradelska,/name/nm3671418/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU1YzE1MmUtMDk3ZS00ZTQxLTg5ZjEtYzgxZDk5MzFkOWUyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU1YzE1MmUtMDk3ZS00ZTQxLTg5ZjEtYzgxZDk5MzFkOWUyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
267,Qyburn,/character/ch0316929/,Anton Lesser,/name/nm0504320/,,,,,['Gregor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,['Cersei Lannister'],,,,,,,,
268,Rakharo,/character/ch0251495/,Elyes Gabel,/name/nm1175468/,,,,,"[""Khal Jhaqo's Khalasar""]",https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
269,Ramsay Snow,/character/ch0321004/,Iwan Rheon,/name/nm3701064/,Bolton,,['Roose Bolton'],,"[""Ramsay Snow's Hounds""]",https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,"['Master Torturer', 'Medger Cerwyn', 'Lady Cerwyn', 'Unidentified Cerwyn', 'Old Woman', 'Roose Bolton', 'Osha', 'Rickon Stark', 'Wun Wun']",,,['Sansa Stark'],,,,,,,,,
270,Randyll Tarly,/character/ch0524408/,James Faulkner,/name/nm0269077/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",,,,"['Dickon Tarly', 'Samwell Tarly', 'Talla Tarly']",['Melessa Tarly'],,,,,,,,,
271,Rast,/character/ch0251498/,Luke Barnes,/name/nm4430828/,,,,,['Ghost'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Jeor Mormont'],,,,,,,,,,,,
272,Rattleshirt,/character/ch0305888/,,,,,,,['Tormund Giantsbane'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,Lord of Bones,,,,,,,,"[{'actorName': 'Edward Dogliani', 'actorLink': '/name/nm2589085/', 'seasonsActive': [2, 3]}, {'actorName': ""Ross O'Hennessy"", 'actorLink': '/name/nm1090815/', 'seasonsActive': [5]}]",,,,,
273,Razdal mo Eraz,/character/ch0413591/,George Georgiou,/name/nm1745190/,,,,,['Grey Worm'],https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
274,Red Keep Stableboy,/character/ch0379229/,Hugo Culverhouse,/name/nm4164318/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,,,,,,,,,,,,,,
275,Red Priestess,/character/ch0540866/,Melanie Liburd,/name/nm4927489/,,,,,,,,,,,,,,,,,,,,,
276,Red Priestess,/character/ch0540866/,Rila Fukushima,/name/nm3822462/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5MjlkYjItM2YzOC00NGQwLTllZDktYmY3YmMxYjNjMzVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5MjlkYjItM2YzOC00NGQwLTllZDktYmY3YmMxYjNjMzVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",,,,,,,,,,,,,,
277,Renly Baratheon,/character/ch0246253/,Gethin Anthony,/name/nm2167445/,Baratheon,,,"['Robert Baratheon', 'Stannis Baratheon']",['Melisandre'],https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",,,,,['Margaery Tyrell'],,,,,,,,,
278,Rhaegal,,,,Targaryen,,,"['Drogon', 'Viserion']",['Euron Greyjoy'],,,,"['Pyat Pree', 'Great Master #1']",,,,,,,,['Daenerys Targaryen'],,,,
279,Rhaegar Targaryen,,,,Targaryen,True,"['Rhaella Targaryen', 'Aerys II Targaryen']","['Daenerys Targaryen', 'Viserys Targaryen']",['Robert Baratheon'],,,,,,"['Jon Snow', 'Rhaenys Targaryen', 'Aegon Targaryen']","['Elia Martell', 'Lyanna Stark']",,,,,,,,['Lyanna Stark'],
280,Rhaego,,,,,,"['Khal Drogo', 'Daenerys Targaryen']",,['Mirri Maz Duur'],,,,,,,,,,,,,,,,
281,Rhaella Targaryen,,,,Targaryen,True,,['Aerys II Targaryen'],,,,,,,"['Daenerys Targaryen', 'Rhaegar Targaryen', 'Viserys Targaryen']",['Aerys II Targaryen'],,,,,,,,,
282,Rhaenys Targaryen,,,,Targaryen,True,"['Elia Martell', 'Rhaegar Targaryen']",,['Gregor Clegane'],,,,,,,,,,,,,,,,"['Aegon Targaryen', 'Jon Snow']"
283,Rickard Karstark,/character/ch0305331/,,,,,,,['Robb Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BM2IwZThkNjQtYzU2NS00ZTRiLWFjNDUtNTdmMGQ2ZmE5M2NmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BM2IwZThkNjQtYzU2NS00ZTRiLWFjNDUtNTdmMGQ2ZmE5M2NmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Martyn Lannister', 'Willem Lannister']",,['Harald Karstark'],,,,,"[{'actorName': 'John Stahl', 'actorLink': '/name/nm0821471/', 'seasonsActive': [2, 3]}, {'actorName': 'Steve Blount', 'actorLink': '/name/nm0089416/', 'seasonsActive': [1]}]",,,,,
284,Rickard Stark,,,,Stark,,,,['Aerys II Targaryen'],,,,,,"['Brandon Stark', 'Benjen Stark', 'Eddard Stark', 'Lyanna Stark']",,,,,,,,,,
285,Rickon Stark,/character/ch0233141/,Art Parkinson,/name/nm3280686/,Stark,,"['Eddard Stark', 'Catelyn Stark']","['Robb Stark', 'Sansa Stark', 'Arya Stark', 'Bran Stark']",['Ramsay Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMWZiOGNjMDAtOTRlNi00MDJmLWEyMTMtOGEwZTM5ODJlNDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWZiOGNjMDAtOTRlNi00MDJmLWEyMTMtOGEwZTM5ODJlNDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,['Shaggydog'],,,,,,
286,Robb Stark,/character/ch0158596/,Richard Madden,/name/nm0534635/,Stark,True,"['Eddard Stark', 'Catelyn Stark']","['Sansa Stark', 'Arya Stark', 'Bran Stark', 'Rickon Stark']",['Roose Bolton'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NDE1NzczNF5BMl5BanBnXkFtZTcwNjcwODg4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NDE1NzczNF5BMl5BanBnXkFtZTcwNjcwODg4OQ@@._V1_SY1000_CR0,0,845,1000_AL_.jpg",,"['Wallen', 'Rickard Karstark']",,,"['Roslin Frey', 'Talisa Maegyr']",,,['Grey Wind'],,,,,,
287,Robert Baratheon,/character/ch0155776/,Mark Addy,/name/nm0004692/,Baratheon,True,,"['Stannis Baratheon', 'Renly Baratheon']",['Boar'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzQwMDcwNzY5MF5BMl5BanBnXkFtZTcwMzIyMTE5OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQwMDcwNzY5MF5BMl5BanBnXkFtZTcwMzIyMTE5OQ@@._V1_.jpg,,['Rhaegar Targaryen'],,"['Joffrey Baratheon', 'Myrcella Baratheon', 'Tommen Baratheon']","['Lyanna Stark', 'Cersei Lannister']",,,['Jon Arryn'],,,"['Jon Arryn', 'Eddard Stark', 'Tywin Lannister']",,,
288,Robett Glover,/character/ch0541747/,Tim McInnerny,/name/nm0570570/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMDYwNzhkZjctMzdlOS00MTAxLWE3ODktOTc2ODczMmJmNjkwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDYwNzhkZjctMzdlOS00MTAxLWE3ODktOTc2ODczMmJmNjkwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
289,Robin Arryn,/character/ch0300949/,Lino Facioli,/name/nm2996220/,,,"['Jon Arryn', 'Lysa Arryn']",,,https://images-na.ssl-images-amazon.com/images/M/MV5BNjBlNzE3YjEtMTcwYS00OTQxLTk1NjEtNGMwNzJhNWI2OGJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNjBlNzE3YjEtMTcwYS00OTQxLTk1NjEtNGMwNzJhNWI2OGJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
290,Rodrik Cassel,/character/ch0171391/,Ron Donachie,/name/nm0231871/,,,,,['Theon Greyjoy'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDk5MjAwMF5BMl5BanBnXkFtZTcwNTk1NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDk5MjAwMF5BMl5BanBnXkFtZTcwNTk1NDk4OQ@@._V1_.jpg,,,,,,['Eddard Stark'],,,,,,,,
291,Roose Bolton,/character/ch0305006/,Michael McElhatton,/name/nm0568385/,Bolton,,,,['Ramsay Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjE3MTExN15BMl5BanBnXkFtZTcwMTI3NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjE3MTExN15BMl5BanBnXkFtZTcwMTI3NDk4OQ@@._V1_.jpg,,['Robb Stark'],,['Ramsay Snow'],['Walda Bolton'],,,,,,,,,
292,Rorge,/character/ch0305019/,Andy Beckwith,/name/nm0065874/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4Mjc3MTktMDYyOC00ZDVlLWJlNjMtYzFiMDFlYzg3MjJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4Mjc3MTktMDYyOC00ZDVlLWJlNjMtYzFiMDFlYzg3MjJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
293,Ros,/character/ch0010187/,Esmé Bianco,/name/nm2657974/,,,,,['Joffrey Baratheon'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzA4OTQ5Ml5BMl5BanBnXkFtZTcwMDY5ODg4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzA4OTQ5Ml5BMl5BanBnXkFtZTcwMDY5ODg4OQ@@._V1_SY1000_CR0,0,811,1000_AL_.jpg",,,,,,,,,,,,,,
294,Roslin Frey,/character/ch0391563/,Alexandra Dowling,/name/nm5093301/,Frey,,['Walder Frey'],,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhZGIxYjctMjBkNC00YTJhLTlmMDAtOWUyYjlhNWE3Yzg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhZGIxYjctMjBkNC00YTJhLTlmMDAtOWUyYjlhNWE3Yzg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,"['Robb Stark', 'Edmure Tully']",,,,,,,,,
295,Royal Steward,/character/ch0305048/,Robert Sterne,/name/nm1414435/,,,,,,,,,,,,,,,,,,,,,
296,Ryger Rivers,/character/ch0014591/,Bryan McCaugherty,/name/nm0565472/,,,['Walder Frey'],,,,,,,,,,,,,,,,,,
297,Salladhor Saan,/character/ch0381104/,Lucian Msamati,/name/nm1748634/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyNzg3MDktM2M3OS00YzUzLTk2ZjktMGMxY2Y5Y2IyMGVhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyNzg3MDktM2M3OS00YzUzLTk2ZjktMGMxY2Y5Y2IyMGVhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
298,Samwell Tarly,/character/ch0244961/,John Bradley,/name/nm4263213/,,,"['Randyll Tarly', 'Melessa Tarly']","['Dickon Tarly', 'Talla Tarly']",,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODYyOTczMF5BMl5BanBnXkFtZTcwNjY0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODYyOTczMF5BMl5BanBnXkFtZTcwNjY0ODg4OQ@@._V1_.jpg,,"['White Walker', 'Thenn Warg']",,['Baby Sam'],['Gilly'],,,,,,,,,
299,Sandor Clegane,/character/ch0162882/,Rory McCann,/name/nm0564920/,,,,['Gregor Clegane'],['Sandor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEwNDQ1MF5BMl5BanBnXkFtZTcwMzAxODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEwNDQ1MF5BMl5BanBnXkFtZTcwMzAxODg4OQ@@._V1_.jpg,The Hound,"['Mycah', 'Kings Landing Rioter #1', 'Kings Landing Rioter #2', 'Kings Landing Rioter #3', 'Beric Dondarrion', 'Frey Soldier #2', 'Lowell', 'Dying Man', 'Biter', 'Steve', 'Riddell', 'Gatins', 'Morgan', 'Lem Lemoncloak', 'Gregor Clegane', 'Sandor Clegane']",,,,,,,,,,,,
300,Sansa Stark,/character/ch0158137/,Sophie Turner,/name/nm3849842/,Stark,True,"['Eddard Stark', 'Catelyn Stark']","['Robb Stark', 'Arya Stark', 'Bran Stark', 'Rickon Stark']",,https://images-na.ssl-images-amazon.com/images/M/MV5BNjAwMjE2NDExNF5BMl5BanBnXkFtZTcwODAwODg4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjAwMjE2NDExNF5BMl5BanBnXkFtZTcwODAwODg4OQ@@._V1_SY1000_CR0,0,806,1000_AL_.jpg",,,,,"['Joffrey Baratheon', 'Tyrion Lannister', 'Ramsay Snow']",,,['Lady'],,,,,,
301,Selyse Baratheon,/character/ch0316924/,,,Baratheon,,,,['Selyse Baratheon'],https://images-na.ssl-images-amazon.com/images/M/MV5BZGZjNDA5YWUtZjE5OC00NGE2LWI3Y2UtOTQ1Yjg1MDc3MTk4L2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGZjNDA5YWUtZjE5OC00NGE2LWI3Y2UtOTQ1Yjg1MDc3MTk4L2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Selyse Baratheon'],,['Shireen Baratheon'],['Stannis Baratheon'],,,,"[{'actorName': 'Tara Fitzgerald', 'actorLink': '/name/nm0001216/', 'seasonsActive': [3, 4, 5]}, {'actorName': 'Sarah MacKeever', 'actorLink': '/name/nm5223922/', 'seasonsActive': [2]}]",,,,,
302,Septa Moelle,/character/ch0540869/,Maggie Hayes,/name/nm1378629/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODQ3NzIzMV5BMl5BanBnXkFtZTgwODczMjk5NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODQ3NzIzMV5BMl5BanBnXkFtZTgwODczMjk5NTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",,,,,,,,,,,,,,
303,Septa Mordane,/character/ch0248505/,Susan Brown,/name/nm0114742/,,,,,['Lannister Guardsman'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5ZTY2MTEtYzZiNy00MGExLWI0MjctOTcxMjdlZmU3OWM5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5ZTY2MTEtYzZiNy00MGExLWI0MjctOTcxMjdlZmU3OWM5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
304,Septa Scolera,/character/ch0540869/,Mary Jordan,/name/nm1103771/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODQ3NzIzMV5BMl5BanBnXkFtZTgwODczMjk5NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODQ3NzIzMV5BMl5BanBnXkFtZTgwODczMjk5NTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",,,,,,,,,,,,,,
